,author,date,word_count,abstract,headline,source
7546,"Porat, Yuval","May 14, 2012",784," Typically, researchers use questionnaires that include questions such as ""are you for or against democracy?"" Or ""have you ever signed a petition?"" However, citizens in authoritarian countries are often afraid to respond to such explicit questions, and if they do respond their answers are likely to be distorted by fear. [...]we used a psychological questionnaire that measures the basic values of society without posing a single question in political terms.",Iranians Have Democratic Values,The Wall Street Journal
7547,"Boot, Max","Jun 25, 2012",758, [...]China is the classic bully with a glass jaw.,China Starts to Claim the Seas,The Wall Street Journal
7548,Anonymous,"May 8, 2012",766," The decision by Cheryl Bormann, the lawyer for Osama bin Laden bodyguard Walid bin Attash, to come to court in a black hijab and abaya and urge other female prosecutors to do the same was beyond any reasonable definition of what's necessary and proper for women working in a U.S. military courtroom.",The KSM Trial Spectacle,The Wall Street Journal
7549,Anonymous,"Apr 24, 2012",67,,Why Obama of 2012 Isn't the FDR of 1936,The Wall Street Journal
7550,"Rove, Karl","Jun 28, 2012",757," If the GOP budget plan is adopted, the president alleged, ""10 million college students would lose an average of $1,000 each in financial aid; 200,000 children would lose the chance to get an early education"" from Head Start. Mr. Obama's own Office of Management and Budget admits that his blueprint -- the fiscal year 2013 budget that the House unanimously rejected in March -- fails to ever balance the budget, and contemplates U.S. public debt reaching 124% of gross domestic product by 2050.",Obama's Campaign Whoppers,The Wall Street Journal
7551,"Adamy, Janet","Jun 21, 2012",682," Rick Kueber, co-founder and chief executive of Sun Tan City, a 215-outlet chain based in Louisville, Ky., is tracking online news reports on how the decision could turn out.",U.S. News: Much at Stake for Many Firms --- Supreme Court's Health-Law Ruling Will Ripple Far Beyond the Insurance Sector,The Wall Street Journal
7552,"Scheck, Justin","Jul 16, 2012",762," Thompson River was an old coal-fired power plant on which a new ownership group, led by Wayzata, spent more than $20 million to bring into compliance with emissions rules and burn ""clean coal,"" said people familiar with the project.\n",U.S. News: U.S. to Seek Claw Back of Closed Montana Plant's Funds,The Wall Street Journal
7553,"Yoo, John","Jun 30, 2012",1135," Republican presidential candidates similarly promise to appoint more judges like so-and-so to reassure the conservative base. Since his appointment to the high court in 2005, the most popular answer was Chief Justice John Roberts. Justice Roberts served in the Reagan Justice Department and as a White House lawyer before his appointment to the D.C. Circuit Court of Appeals and then to the Supreme Court by President George W. Bush.",Chief Justice Roberts and His Apologists,The Wall Street Journal
7554,"Boudreaux, Richard","Mar 30, 2012",476," The U.S. ambassador to Russia suggested that his private communications were being tapped after a crew from a pro-Kremlin television channel confronted him outside a human-rights activist's office. Since assuming his diplomatic post in January, Michael McFaul has been the target of intrusive Russian media scrutiny and official accusations that his mission is to undermine the country's leadership.",World News: U.S. Envoy Claims Russian Harassment,The Wall Street Journal
7555,"Bauerlein, Valerie","May 7, 2012",605," RALEIGH, N.C. -- Polls show a proposed North Carolina constitutional ban on gay marriage is leading ahead of a vote Tuesday, an indication of the resurgence of social conservatives here and a potential threat to President Barack Obama's hope of carrying the swing state again in November.",Election 2012: State Ban on Gay Nuptials Leads in Polls,The Wall Street Journal
7556,"Rove, Karl","Jun 21, 2012",755," According to public data, between the start of the Obama ad barrage and July 4, the Obama campaign will have spent $58 million on ads with an additional $10 million spent by outside groups on the left (principally Priorities USA and Planned Parenthood).",Romney Shrinks the Campaign Money Gap,The Wall Street Journal
7557,"Levitz, Jennifer; Anna Wilde Mathews","May 5, 2012",813," The bill from House Speaker Robert DeLeo and state Rep. Steven Walsh, co-chairman of the legislature's Joint Committee on Health Care Financing -- and two key Democrats in a Democrat-controlled legislature -- would take another major step by pushing changes in how insurers pay hospitals and other health-care providers, moving them away from the traditional method of fees for each service.","U.S. News: Same State, New Stab at Health Care --- Massachusetts, Viewed as Bellwether on Health Policy, Would Peg Spending Growth Rate to Annual Economic Output",The Wall Street Journal
7558,"Stephens, Bret","Jun 26, 2012",930," [...]the U.S. has no credibility with Egyptians, secular or religious, and just 19% of Egyptians approve of Mr. Obama's leadership, according to Gallup. [...]here in Egypt as in the U.S., there is freedom of speech, so it is possible for anyone to complain about any personal or social problem.",Who Lost Egypt?,The Wall Street Journal
7559,"Tracy, Tennille","Jun 12, 2012",464," Under the new U.S. sanctions, foreign financial institutions doing business with Iran's central bank for the purpose of energy purchases stand to be barred from U.S. financial markets.",World News: 7 Buyers Of Iran Oil Will Avoid Sanctions,The Wall Street Journal
7560,Anonymous,"Jul 11, 2012",786," The panels provide approximately 40% of our total electrical needs, and approximately $1,800 in cash benefits (the savings on my electric bills plus money received from the sale of renewable-energy credits) gives me a 15% return on my net invested dollars.","Recurring Power Outages as a Metaphor, but for What?",The Wall Street Journal
7561,"Nicholas, Peter","Jun 29, 2012",573," [...]in the ruling upholding the law, Chief Justice John Roberts wrote, ""the Affordable Care Act's requirement that certain individuals pay a financial penalty for not obtaining health insurance may reasonably be characterized as a tax. Because the Constitution permits such a tax, it is not our role to forbid it.""",The Health-Law Decision -- Tax Vs. Penalty: Unwanted 'Tax' Label Is Savior For Law,The Wall Street Journal
7562,"Hodge, Nathan","Apr 14, 2012",1963," Military officers and defense analysts say the U.S. could quickly overwhelm Iran's air defenses, leaving evenly spaced bomb craters, for example, on runways to disable Iranian air bases. Military analysts now estimate Iran has amassed as many as 5,000 naval mines, ranging from rudimentary devices that explode on contact, to high-tech mines that, tethered to the seafloor, can identify the acoustic signature of specific types of ships and explode only under the richest targets.","In War Against Iran, U.S. Firepower Would Vie With Guerrilla Tactics",The Wall Street Journal
7563,"Williamson, Elizabeth","Apr 10, 2012",1102," In a dispatch the day before the New Hampshire primary, the Daily Mail detailed the tribulations of Mrs. Romney's grandfather, a coal miner in the Welsh village of Coegnant Colliery: ""When a coal cart crushed into him he lost a kidney,"" the story explained, ""leaving the family worried for their future."" [...] their readers overseas often view the contest as if through the opposite end of a telescope: a race toward a barely perceptible goal featuring inscrutable issues and a shifting cast of characters.",The Boys on Le Bus: Foreign Press Mines Local Angles in U.S. Primary --- Interviewing Santorum's Italian Cugini; Ron Paul Yard Signs in Stockholm,The Wall Street Journal
7564,"O'Grady, Mary Anastasia","Jul 30, 2012",837," President Mauricio Funes and his party, the Farabundo Marti National Liberation Front (FMLN), thought they had seized control of the country's independent judiciary earlier this year by using their plurality -- together with some smaller parties -- in the congress to extra-legally appoint five judges to the Supreme Court. Other leaders who have spent decades fighting from the left for civil liberties and equality under the law, including Roberto Rubio, Dagoberto Gutierrez and Salvador Samayoa, share his sentiments, as does the prominent constitutional lawyer Fabio Castillo.",Rescuing Salvadoran Democracy,The Wall Street Journal
