,abstract,author,date,headline,section,source,word_count,id,candidate
30749," Coming as Mr. Gingrich shows signs of overtaking Mr. Romney in Florida, as he did Saturday in South Carolina's primary, the comments marked both a risk and a sharp departure for Mr. Romney. [...] recently, he had left the attacks on Mr. Gingrich to others on his team in order to focus his own criticism on President Barack Obama.","Murray, Sara; Yadron, Danny; King, Neil",2012-01-24,Romney on the Attack --- Charges Escalate as Polls Show Gingrich in Front in Florida,,The Wall Street Journal,1222.0,30749,Romney
30760," Romney political director Rich Beeson drove the point home in a memo to reporters, saying, ""Super Tuesday dramatically reduced the likelihood that any of Gov. Romney's opponents can obtain the Republican nomination."" The two Republicans continue to split conservatives' votes, prompting conservative activist Richard Viguerie to call on Mr. Gingrich to exit the race to give Mr. Santorum a fighting chance at the nomination.","King, Neil; O'Connor, Patrick",2012-03-08,Election 2012: Delegate Math Challenges Romney Rivals --- Front-Runner's Count Exceeds Total Of Three Other Candidates Combined,,The Wall Street Journal,864.0,30760,Romney
30769," Speaking on CBS's ""Face the Nation,"" Mr. Gingrich repeated his intention of ""going all the way to Tampa,"" where the Republican National Convention will be held in August. ""Gov. Romney is spending all of his time trying to teach the national media delegate math instead of laying out a vision of why he should be president,"" he told reporters after meeting with voters at a Tupelo restaurant.","O'Connor, Patrick; Hook, Janet",2012-03-12,"Election 2012: As Rivals Divide, Romney Gains",,The Wall Street Journal,1064.0,30769,Romney
30774," Mr. Romney has been targeting Florida's absentee voters with his message since December, and his advisers plan to post supporters outside polling stations when Florida's early voting begins Saturday.","Lee, Carol E",2012-01-19,Election 2012: It's Like November in Florida,,The Wall Street Journal,637.0,30774,Romney
30788," FLORENCE, S.C. -- The pivotal South Carolina primary, just days away, is spotlighting a testy contest between Newt Gingrich and Rick Santorum over who is best equipped to take on GOP presidential front-runner Mitt Romney. Newt is great in a think tank,"" Mr. Santorum told a standing-room crowd at the Flight Deck Restaurant in Lexington, S.C. ""I may not be flashy, but what I've got are good, solid principles, and I'm not changing my mind.","Yadron, Danny; O'Connor, Patrick; King, Neil",2012-01-18,"Election 2012: Rivals Jockey to Be the Primary Challenger --- Gingrich, Santorum Trade Barbs Over Who Could Be Top Alternative to Romney as GOP's South Carolina Contest Nears",,The Wall Street Journal,807.0,30788,Romney
30790," CHARLESTON, S.C. -- A fast-moving confluence of events Thursday threatened to disrupt Mitt Romney's march toward the Republican presidential nomination, as rival candidate Rick Perry withdrew from the contest and endorsed Newt Gingrich, who already had shown signs of surging before South Carolina's primary election on Saturday. According to ABC, Marianne Gingrich said that Mr. Gingrich had conducted a six-year affair in the 1990s with Callista Bisek, who is now his wife.","King, Neil; Hook, Janet",2012-01-20,"Fresh Drama in GOP Race --- Perry Drops Out and Backs Gingrich, Who Faces Criticism From His Ex-Wife",,The Wall Street Journal,1232.0,30790,Romney
30804," [...] is it any wonder that, as a new Wall Street Journal/NBC News poll has shown, independent voters hold more negative than positive feelings about Mr. Romney by 38% to 22%? At this point in 2008, independents had, by a two-to-one count, more positive than negative feelings about still-struggling Democratic candidate Barack Obama.","Seib, Gerald F",2012-03-06,"Election 2012 --- CAPITAL JOURNAL: Respect or Not, Mitt Romney Keeps Winning",,The Wall Street Journal,749.0,30804,Romney
30805, Mitt Romney is rolling to the Republican presidential nomination. The ads would be a double-barreled assault on Mr. Romney's success as a businessman and on Republicans as the party of corporate wheeler-dealers and the uncaring rich.,"Barnes, Fred",2012-01-12,Romney and the Corporate Raider Critique,,The Wall Street Journal,945.0,30805,Romney
30810," Despite their public bravado about the supposed damage the lengthy primary season is doing to the GOP candidates, Team Obama is worried.","Rove, Karl",2012-03-08,The Romney Train Rolls On,,The Wall Street Journal,759.0,30810,Romney
30815," Mr. Gingrich, the former House speaker, has seen his rise blunted by a series of attacks on his leadership style and personal qualities coming from Mr. Romney, from Romney supporters and from a range of prominent figures within the Republican Party.","O'Connor, Patrick; Radnofsky, Louise",2012-01-30,Election 2012: Romney Regains His Edge,,The Wall Street Journal,769.0,30815,Romney
30816," Obama on Corporate Tax Reform (op-ed, March 14), Kevin Hassett and Glenn Hubbard state that Sen. Rick Santorum's tax plan introduces a significant economic distortion with his zero tax rate for manufacturing activity.",Anonymous,2012-03-22,Santorum's Plan Beats Romney's,,The Wall Street Journal,178.0,30816,Romney
30832," Like a basketball coach studying film of a coming opponent, President Barack Obama's campaign is closely watching the Republican primaries, seeking tips on plays to run during the general election.","Seib, Gerald F",2012-03-13,Election 2012 --- CAPITAL JOURNAL: Adding Up Team Romney's Pluses and Minuses,,The Wall Street Journal,776.0,30832,Romney
30842, [...] how committed to Mr. Romney are those who tell pollsters they support him? [...] how much damage is going to be done on the way to the convention?,"Noonan, Peggy",2012-01-07,Declarations: Romney Wins but Takes a Beating,,The Wall Street Journal,1240.0,30842,Romney
30844," Republican presidential hopeful Newt Gingrich appeared to time the release of his 2010 tax return Thursday night for maximum impact on presidential front-runner Mitt Romney, who hasn't yet released his own tax information.","McKinnon, John D; Yadron, Danny; Saunders, Laura",2012-01-20,"Election 2012: Gingrich Tax Return Shines Light On Sources of Income, Donations",,The Wall Street Journal,357.0,30844,Romney
30845," Michigan is emerging as the next big battleground in the 2012 Republican presidential contest as the leading contenders, Mitt Romney and Rick Santorum, duel for momentum heading into the pivotal month of March.","King, Neil",2012-02-13,Election 2012: GOP Momentum Is Michigan's Prize,,The Wall Street Journal,442.0,30845,Romney
30848," Desperate for a strong showing, both to knock Mr. Romney off his stride and to stake a claim to be the sole conservative alternative, Mr. Perry, former House Speaker Newt Gingrich and former Pennsylvania Sen. Rick Santorum took turns whacking the front-runner. Rep. Ron Paul of Texas continued to stake out isolationist foreign-policy positions embraced by his supporters but rejected by most Republican primary voters, urging Republicans to use the court system to try terrorists and other foreign combatants.","O'Connor, Patrick; Lee, Carol E; Hook, Janet",2012-01-17,GOP Race Intensifies --- Rivals Sharpen Attacks on Romney; Huntsman Bows Out,,The Wall Street Journal,1101.0,30848,Romney
