,author,date,section,word_count,abstract,headline,source,subjects
2768,"Richter, Paul","Feb 16, 2011",Main News; Part A; Foreign Desk,739," The letter provided no details of the event, but news accounts said 600 guests were fed fresh lobster in desert tents with no fear of sandstorms because water trucks ""had been brought to douse potentially pesky sands,"" according to a former U.S. official who has been an advisor on the region.\n",A NEW CHAPTER FOR EGYPT; Obama reassures Jordan's anxious king of U.S. support,Los Angeles Times,"Political leadership, Recessions, Demonstrations & protests, Water shortages, Politics, International relations-US -- Jordan"
2769,Anonymous,"Feb 17, 2011",Main News; Part A; Letters Desk,1269,,LETTERS,Los Angeles Times,
2770,Anonymous,"May 23, 2011",Main News; Part A; Foreign Desk,125,,WORLD BRIEFING / ICELAND; Volcanic ash closes airport,Los Angeles Times,
2771,"Richter, Paul","Mar 3, 2011",Main News; Part A; Foreign Desk,424," ""There are a lot of disparate views out there,"" sighed a senior administration official, who spoke on condition of anonymity due to the sensitive diplomacy.",REGION IN TURMOIL; Libyan rebels lack key figure; It's unclear who's in charge despite U.S. efforts to identify the uprising's leaders and their long-term goals.,Los Angeles Times,"Iraq War-2003, Rebellions, Dictators, International relations-US, Demonstrations & protests, Diplomatic & consular services"
2772,"Jacoby, Tamar","Mar 25, 2011",Main News; Part A; Editorial Desk,1004," The state of Utah showed the way this month, passing a package of three immigration bills that cover all three bases most reform advocates agree need to be covered by any fix: tougher enforcement, a guest-worker program to meet the state's labor needs and an answer -- fines and work permits -- for the unauthorized immigrants already living and working in Utah. Most of these laws were enforcement measures driven by populist politicians and angry voters who hoped they could make life so miserable for illegal immigrants that they would eventually pack up and leave -- a theory known as attrition through enforcement.",The Utah path,Los Angeles Times,"Enforcement, Aliens, Legislation -- United States--US, Fines & penalties, Reforms, Immigration policy"
2773,"West, Paul; Parsons, Christi","Mar 23, 2011",Main News; Part A; National Desk,1136," Obama is back in campaign mode, more than 19 months before election day. Since the start of the year, he has traveled to a dozen states, mostly traditional general election tossups.","Obama is well into campaign mode; Facing a potentially tougher race, he steps up fundraising and courts swing voters.",Los Angeles Times,"State elections, Political campaigns, Presidential elections, Political finance, Fund raising, Political parties"
2774,,"Oct 30, 2011",Main News; Part A; Letters Desk,1268,,LETTERS; The solution? Jobs,Los Angeles Times,
2775,"Williams, Carol J","Jul 18, 2011",LATExtra; Part AA; Metro Desk,1119," Reinhardt, named to the 9th Circuit by President Carter, penned opinions that ordered parole for a life prisoner denied release by California state courts and granted writs of habeas corpus for two murder convicts on grounds that their defense attorneys had been ineffective.",9th Circuit reversed again; U.S. Supreme Court overrules appellate judges in 19 of 26 cases from its last term.,Los Angeles Times,"Federal court decisions, Criminal procedure, Judges & magistrates, Rape, Supreme Court decisions"
2776,"Magnier, Mark","Jun 19, 2011",Main News; Part A; Foreign Desk,422," Three suicide bombers attacked a police compound in Kabul's old city Saturday, killing four security officials and five civilians. [...] the NATO-led International Security Assistance Force said, without offering details, that two of its troops were killed in separate insurgent attacks in southern Afghanistan.",U.S. has contacted Taliban about peace deal,Los Angeles Times,Suicide bombings
2777,"Brown, Eryn","Mar 13, 2011",Main News; Part A; News Desk,771," Benjamin won a MacArthur fellowship -- also known as a ""genius grant"" -- in 2008 for her efforts to translate preventive health research into interventions for her patients and for helping other physicians establish clinics in remote locations all over the country. [...] the decision to jump rope or ride a bike or fly a kite -- that's an individual's decision. --","HEALTH &amp; WELLNESS; Q &amp; A; The surgeon general on healthy communities; Neighborhoods and towns can help take crucial preventive steps, she believes.",Los Angeles Times,"Awards & honors, Health behavior, Surgeons General, Public health, Grocery stores, Emergency medical care, Medical research, American Recovery & Reinvestment Act 2009-US"
2778,"Bartosiewicz, Petra","Sep 18, 2011",Main News; Part A; Editorial Desk,1033," In another high-profile case known as the Newburgh Four -- four African American Muslim converts convicted last year of attempting to bomb a synagogue and a Jewish community center and to shoot down military planes -- an FBI informant promised the defendants, among other enticements, a BMW and $250,000 to carry out the attack.",How not to catch a terrorist,Los Angeles Times,"Terrorism, National security, Crime"
2779,"Rodriguez, Ashlie","Jul 7, 2011",LATExtra; Part AA; Metro Desk,549," Communities least likely to mount opposition to such sites, according to Cerrell's study, were rural; were made up of poor residents who work in farming or ranching; had little education or involvement in social issues; and were receptive to promises of economic benefits. Since it was written, the Cerrell report has been at the center of controversy over alleged ""targeting"" based on race and class.",Toxic dumps trigger lawsuit,Los Angeles Times,"Litigation, Environmental cleanup, Low income groups, Community, Landfill, Environmental justice, Federal funding"
2780,Anonymous,"Mar 11, 2011",Main News; Part A; Letters Desk,1176,,LETTERS,Los Angeles Times,
2781,,"Nov 16, 2011",Business; Part B; Business Desk,325," The House Financial Services Committee approved legislation Tuesday that would suspend tens of millions of dollars in Fannie and Freddie executive compensation packages, stop future bonuses and align their salaries with federal employees who make much less.","Congress seeks end to Fannie, Freddie executive bonuses",Los Angeles Times,"Congressional committees, Home loans, Losses, Federal employees, Executive compensation"
2782,"Mehta, Seema; West, Paul","Sep 15, 2011",LATExtra; Part AA; National Desk,726," Romney, speaking at a gated adult community in the Phoenix suburbs, reiterated his attack on Perry's claim that Social Security is a ""Ponzi scheme"" and that it ought to be handled by the states instead of the federal government.","Romney, Perry again trade accusations; From opposite ends of the country, they spar over Social Security and job creation.",Los Angeles Times,"Governors, Vaccines, Nominations"
2783,"Dilanian, Ken","Jun 30, 2011",Main News; Part A; National Desk,678," [...] the U.S. will pursue a strategy that relies on missile strikes from unmanned aerial drones, raids by elite special operations troops, and low-profile training of local forces.","U.S. outlines new anti-terror focus; Obama sees special operations and aerial drones, not wars fought on land, as key to defeating Al Qaeda.",Los Angeles Times,War
2784,"Tobar, Hector","Nov 11, 2011",Main News; Part A; Metro Desk,1014," The Venice post office is a perfect example of something the government did well for a long time. Besides letter delivery and post office boxes, it's provided Venice with something intangible for more than seven decades: making a routine part of everyday community life grand and interesting.",A special stamp on this spot; Venice's historic New Deal post office could become a victim of 'No Deal' budget cuts. Patrons of all political stripes aren't happy about it.,Los Angeles Times,"Postal & delivery services, Post offices, Federal budget, Historic buildings & sites, Budget deficits, Economic policy"
2785,"Cloud, David S","Jun 9, 2011",Main News; Part A; Foreign Desk,793," In a sign of the growing strain that the 3-month-old operation is putting on the North Atlantic Treaty Organization, Gates took the unusual step of naming five alliance members with limited or no role in the operation that he said should provide strike aircraft to hit ground targets in Libya or other capabilities, according to a senior U.S. official.",Gates prods NATO allies to join Libya air campaign; The Defense chief names five nations that he says should step up and share the burden of airstrikes.,Los Angeles Times,"Rebellions, Alliances, Military air strikes"
